0,b+r*(x+y) = v-s
1,R7C1
2,m*(k-n) = g*s
3,R5C2
4,R3C1
5,-9.91y-6.3 = -2.13
6,25X = 0
7,GraphChoice1
8,60X = 3500
9,R5C1
10,c-factor-2
11,(9+sqrt(9^2-56))/2 = x
12,R4C1
13,constant factors1R1
14,row1-N-x
15,1.75X = 219.21
16,R1C2
18,R1C1
19,YUnit
20,y/9 = 7
22,6/7 = 7x/7
23,R7C2
24,15X = 3.75
25,constant terms1R1
26,YLabel
27,17/w*w = b*w
28,0.3(X-100000) = 1000000
29,di-expr
30,R4C2
31,2/300*X = 10
32,xScale
33,2.9 = -2x+3.7+x
34,yScale
35,xR2
37,z*u-n*j+z*g = 16n
38,R2C2
40,xMax
41,R5C3
42,Point 1.1
43,c-factor-1
44,b-factor-node
45,-(16)(x^2)+48x+0 = 20
47,row3-N-x
48,R2C1
49,yMax
51,-466.84(x-618.18)-611.16 = -454.63-730.47x*(-482/(-554x)-442.23)
53,3X = 1800
56,ParentDescChoice
57,FinalAnswer
59,XLabel
60,constant termsR2
61,Formula 1 Coeff 0
62,17/c = c*x/c
66,yMin
67,7+y*(b+n) = r+f
68,R3C2
69,n*t-h*r = c*j+z*n
70,R3C3
72,GraphButton1
74,xMin
77,den1-factor-node
78,(3(x^3)(y^4))(y^3)
79,row3-D-x
81,XUnit
83,262.08713693+184964.494x = 230.09x-133265.8271+84.3
87,ValidEquations
88,ParentCurveChoice
89,4.2 = y-0.7y+5.4
91,j*(t-w) = b
93,-K = (N*T-H*Q)/(M+S)
95,-663+66 = -197/y
100,R8C1
101,a-factor-1
102,(8?sqrt(8^2-4*7*1))/14 = x
105,(6x^5)/(4x^5)
106,R6C1
108,Intersection 1 Y
109,190.01036161-(-6180.9968y) = 971.46+(-682.98y)-(-264176.664)
112,Slope Field 1
113,(n*j+56)/n = r/n
115,(h*q-n*t)/(s+m) = k*(s+m)/(s+m)
117,12y = 1-a*x
122,FQCheckButton
123,num2-factor-node
127,Slope1
131,(-9+sqrt(9^2-4*1*20))/(2*1) = x
133,(2(x^5)(y^4))(y^2)
135,4.8X = 48
137,Intersection 1 X
138,-79.87+99.08x*(-86/(80x)-93.22) = -52.14(x-80.17)+62.61
139,27.5X = 206.25
141,-2 = -10/x
144,-6 = 45y
151,R10C1
152,x1R1
153,(4y^3)/y^3
157,68.5025 = -547.9152+222.8554x
166,Formula 1 XIntercept
169,x^2+5x+4
170,(-10+8)/2 = x
172,yR2
173,row2y
177,46.11(y-25.13)+49.08 = 68.96+85.39y*(16/(-95y)-6.5)
181,230 = 0.728X
185,w+r = 7
187,17/b = w
189,-x*z-c*h+c*h = -x*s+t*n+c*h
191,5.79y/5.79 = -1.56/5.79
192,a-f = 0
194,0 = 3Y
195,1000+5000X = 1350
196,INNERr1
198,y-b = m*x+b-b
200,YCoordinate1_1
201,-4.4 = -0.7Y+Y
203,jR2
204,1260+7X = 4300
207,y = m*x+b
208,m = -5*-15
209,-2y = 9
212,3y+5(-1y+3) = 2
214,v*k*h+v*h = w*h
216,124.94x = -1.49
217,25X = 500
218,Formula 1 Point 2
222,(-10?sqrt(10^2-4*1*9))/2 = x
223,-4.9x^2+9.8x-3.675 = 0
226,0.135X+35.2 = 0
227,r*y = v-s-b-r*x
229,y*j+z*u-y*j = j*c+g*x-y*j
231,-15.71x = -88.11
233,ShadeButton1
236,-7*-8 = y/-8*-8
238,-6*-8 = y
241,-45.7x/-45.7 = 14.5/-45.7
243,u/(623-k) = (623-k)*n/(623-k)
244,7X = 3040
245,g*n-m*s = j*(r+k)
247,y = 0-x/4
249,Formula 1 Coeff 1
251,Point 1.4
255,-1 = -5+y
257,7/x*x = 2x
260,pm-r-den-node
262,7z/7 = (b-8)/7
264,-3c*k+g*k+3c*k = j*x-5k+3c*k
266,56 = 99/x
267,-8y+35 = -48*25
269,v*(k*h+h) = w*h
270,256-9d = 50
271,-74.76y+30.01+74.76y = 77.6y+74.76y
275,R8C2
277,(13+sqrt(169-168))/2 = x
279,constant factorsR2
280,(2(x^3)(y^5))/((x^5)(y^5))
284,611.57(y-326.08)-353.52 = -216.58-831.78y*(-762/(-74y)+868.93)
285,68+24C = 2924
289,-4 = x/-3
291,-2x = 7
294,35.6 = 18.2y+6y-34.9
296,7s+z-z = c-z
297,1470+7(X-30) = 2150
298,(b*c-f*h)/(d-g) = w*(d-g)/(d-g)
300,8.62+2.07y = 8.4y
301,-4.75 = -0.75X
303,(w*m*j+w*j)/j*j = x*j
305,12Y = 1-a*x
307,-3(0)-y = 6
309,R4C3
311,7x^2+19x-6 = 0
318,-85265.5908y = 133395.09497311
323,CurrFunctionText
325,4X/4 = 6/4
326,-350 = -25X
330,10x^2-19x+6
333,y1R1
334,row1-N-y
337,m+n = b*r
339,y = (8-a*x)/-1
341,XIntercept1
344,INNERx1
345,(-10-sqrt(10^2-36))/(2*1) = x
346,R6C2
347,y2R1
351,R2C3
354,(3-sqrt((-3)^2-4*1*-1))/2 = x
356,constant factors2R1
357,row3-D-y
362,R7C3
364,(13?sqrt(13*13-4*42))/2 = x
367,row3-N-constant factors
371,987.46872107+593482.0488y = -140934.0846
376,ALGEBRAIC-TRANSFORMATIONS-k
380,R1C3
382,a-factor-2
383,c-factor-node
385,2x+3*0 = 9
386,-22000X = -450000
391,(6(x^2)(y^2))(y^6)
392,row24x/5
393,205000 = (-24500)(20)+b
396,0.71414058 = 40.07844897/x+1
401,GRAPHICAL-TRANSFORMATIONS-refl-v
404,7*-1 = -y*-1
406,6 = 8y
411,7r = b-y
413,-22 = -2x
415,2z+c = k
416,2.5X = 500+0.35X
417,9.72y = -6.9
419,YCoordinate1_2
420,110X = 125000
426,row2x
430,30.67y-1219.1325-8.32 = 21.62-35.06y*(-9/(82y)-61.19)
434,8+3 = x/2-3+3
439,-41 = -6(-41x+19)-50x
442,x/-7 = 5
444,2+3 = -10y-3+3
446,155Y = 84940
449,n*j/n = (r-56)/n
453,-773.09y-6171.93 = -5017.68-823.98y
458,x*(x+4)
464,7 = -x/-1
467,N-0.2N+20 = 281.6
468,3y = 10/y*y
470,3.75N = 350
473,h*m/h = (a-h*3-b)/h
474,N-100000 = 675000
475,(3-2)/7 = 7x/7
479,y+5 = -6
481,6 = -8-4y
486,4 = 8+x
488,1*-7 = y/-7*-7
491,x+s-x = 7-x
493,j*(n+3)+c-c = b-c
494,0.8X = 9.6
499,row2constant factors
501,-4y/y*1 = 5y
506,(-845/19)/2 = 2x/2
507,0.8(D-100) = 150
510,y-1+1 = 0+1
512,5 = -10+(y/-6)
517,-j/b = b*s/b
518,15X = 8505
519,n+q = c*s
521,0.19x-6.17+7.21x = 9.44-7.21x+7.21x
525,2/-1 = -x/-1
527,0 = -7y
530,a*h/a = w/a
532,-n/6 = 6z/6
534,6h-2j = c*g+8z
536,y-b = m*x
542,14/2 = x
543,T = (-320?sqrt(320^2-4*-16*-5))/-32
546,-x/-1 = 4
547,175+2.5S = 4000
548,-x/4*-4 = 1*-4
551,(t/n)/(1/n) = 10/(1/n)
553,6R = 90-g
556,40(X-4) = 800
557,m = b*r-n
559,-6+2Y = -4Y
562,-8/5 = 5x/5
564,x/-4+6-6 = -1-6
566,0.99-0.05X = 0
567,-n/-1 = (t-2)/-1
569,j = c*a+c*-2
571,2a = b*h/2*2
572,-250X = -3220
575,x/2*2 = 9*2
577,5 = -5x
586,-8y/-8 = 0/-8
590,-1.25+0.15X = 0
591,-u*w = 6
592,Intercept Field 1
593,k*c+r-r = 7-r
599,4-11Y-4 = 8-4
603,y/-6*-6 = 4*-6
605,4y = 5/y*y
610,4y/4 = 2/4
612,-1 = 9/y
615,80.7 = -37.2x-31.3+31.3
619,-y = 9
621,-7/3 = 3y/3
624,a-f+f = 0+f
626,5*-6x+(-40)+8x = 4
630,37.11y = 177.2
632,Formula 1 YIntercept
635,2x^2+5x+3
637,num1-factor-node
640,-26425 = -3692Z
643,-3+y = 0
644,X+11.76470588 = 211.76470588
645,-4 = x/4
650,row1-D-x
652,-9 = -9x-8
655,g*b/b = 1b
657,-13x/-13 = -48/-13
660,8y = 7
662,X/-9*-9 = 2*-9
667,row1-N-constant factors
669,row1-D-constant factors
674,7x+28-28 = -324
675,1470+7(M-30) = 4300
679,x-8+8 = 3+8
681,-5 = -10+9y
684,2-m = s
686,(8x-1)/2*2 = 9*2
688,-1525(-1525/37+X)/37 = 3900950/1369
689,XCoordinate1_2
691,(7-1.6)*4 = y
693,1x = 2/x*x
695,-14*-7 = x/-7*-7
699,-4-9 = x+9-9
700,-1.5S = 33
701,4y/4 = -5/4
702,A/5 = 150
706,u/8 = 8q/8
708,z*8z+z*-3 = q+s
710,-3.31y-95.46 = -46.15-5.29y
714,R9C2
730,-y*-1 = 1*-1
732,1/-6 = (-3-6y+3)/-6
733,2X = 3000
735,-s = g
737,h = z*b-2b
741,-9332.61 = -23.21y-303.43
742,-4000R/3 = -22000
743,-7 = x
751,-44.8+29*49 = y
755,1/7 = -7x/-7
757,-9y = 9
760,3.4/39.1 = 39.1x/39.1
762,(y-3) = m*(x-7)
764,6h = c*g+8z+2j
768,712.5+25 = y
772,-8y/-8 = -1/-8
776,-1.25+0.15C = -1.25
777,3+k-3 = y-3
779,6q/6 = (90-f)/6
781,c*j+s*u-c*j = n*q-w*u-c*j
783,t+b*h/(r+v) = m*n/(r+v)
786,-150-6C = -250
789,-x*-1 = -3*-1
792,G/250 = 200
794,-0.07352941(-1.6-7.5) = y
798,A = 1/2*b*h
800,constant terms2R1
806,(-9+sqrt(81-80))/2 = x
808,(-7?sqrt(7*7-4*1*9))/(2*1) = x
810,(2(x^2)(y^5))(2(x^5)(y^4))
811,1.333x^0
814,y = 4+8
821,-n/z = 6
823,a*h = q*k+7g
828,3 = 4y
830,-9-9 = 9-6x-9
831,250 = A*1/5
833,13x = -7.5
835,d/n = q
842,-3+x = -8
844,x/-10-3+3 = -4+3
847,-x+46.5x-36.1 = -35.5
